batch,id,client,title,description,price
812e5367-d964-417d-9183-3c8d0bf8f86b,1bbf9ff8-f886-4844-879e-a4c355533521,Myriam,sSzaHguPExacaOCQsKjHBmkhDWRpppOtpj,4FwTAtuzMKCTc2b  -CkvUaIbgBFujVjITUItIwICh3aAYFKOXf3g3ZcbGk_kUghTs4QPCsvSJi2Iey2XH1urdz38w-cLhzW9XfRK3oQhIUc3D 5aa4neGhbNIrJLShm8wVHHI8d9LoU3l6Mk46EBeitsIbGZyqC9YtgWlHePkc9fnpRuKpGzxeluOOG xe,213.56
812e5367-d964-417d-9183-3c8d0bf8f86b,fd4d6984-bc75-4b7f-aaa2-14e1d73bdbbe,Max,nhOZFVWGeMgbBtXgVRBwM,WXnQ7 JPnGLpouFD4T5QeWItu117hsrygpb2J-e11AeZU1yIlniStXEJzVrLT9g,965.67
812e5367-d964-417d-9183-3c8d0bf8f86b,7743b7de-ec81-4da7-b3c5-7decf1198c5d,Brena,fEcfrOktkKGBdDovgoFv qSWzNKsgIzJVjisOjgTSwgNh,n2iirYzml1H58vePh3FRlEw8yhIo8JmJ_augnKsyALUcMpwk3iOWYq6X8ELhckacndOOEz4n6-uVJAYrwjz5uQGnkRe9Ux9arh3auNGGy5,720.61
812e5367-d964-417d-9183-3c8d0bf8f86b,db80efd2-d160-490a-8642-266f9625ffe9,Zsa Zsa,qqXGjylLhFnYowlnJIlrPrXJJFAPphhi,53ZJOHY3-btbRAdQdFjPB23n52yovdLI1a2JDkOFImbhwLqD7aOXy1ncXTT-UYb-Mm-KfhhuUBn7f47M-Il1_pFd1HZMmDM8RoEpSPgO67aSTbLC2rb-emwJeLnObyWyjZVTiGz8wXp_fv6Asvv7XDO8he9T_Z5sMbj-p84WOG,279.37
812e5367-d964-417d-9183-3c8d0bf8f86b,64febc26-2641-43e5-8914-12b4ec209720,Calla,VJwaaqzOWkNIuANjaQHrOmnGlUMerVfasSBQLKHAS,LtC Ikyq2PxWCXVXQO2B27lO87a-78tTdN7Ag9WoJ_3yQZMJ83KxLlP DzpJHpgpUGxRf 8yGLnhgo_4gAMdHNgNMi6iTzQ8lRTtgkb2Zxq8_amt5lPHn8EzqzZt w119MLdqneE3-aqvu7i_JluGSB16ee Wme-Dsc1j blOgYmxBHQu2jAt5_kdMa-Xm8,521.74
812e5367-d964-417d-9183-3c8d0bf8f86b,20720027-bf9c-4711-924a-d9b6891871bb,Benita,NRllspODUewDsnFLTcWCkggoQphZatLBUUdH,Ylzj ywrfKAogFYiHBigshIOHaa  ladgAm4YdiWfSo_BSu_3-ynfNJIq 1WLiMBGpJyErqlIl794Xrk7NsNynR7g 5gGdis,158.97
812e5367-d964-417d-9183-3c8d0bf8f86b,7c1139d4-0f49-4580-86b8-453b90686c5f,Lucy,psCfTGHlYkBWetiEbmeLTPrfKuKqeMFv,1AbA6oQ4DmsUCgg vgVzUw8vca7JqHklPbGiTUx2RW3lMDBT_XFCExmWimFhCAKYmD6PGpWuwLfYhSuGWkkZSE-DlfXH 3w_GTiae-TXRFqhEPY88Bw,123.31
812e5367-d964-417d-9183-3c8d0bf8f86b,f73fffff-6eb4-4bc8-bcde-5a68818e9be6,Iseabal,eAfQPWAsGBoCDDOnZZtEqWf,D_YN7io4n4fhVgNraeBiT 6BQrOjv1zBdwSSzF8hHrRtdW8 YCogBDTurszHPB8VA  _EhR2NEo9ztXWwBpTcH6XgS2S4_8El7 8nZgN mmMmZDJv2DCQVLAwxUgnPJPRy9F4sMAy6MxltyPa21Q_LELFi8V8Y4nAQTB,642.61
812e5367-d964-417d-9183-3c8d0bf8f86b,53a51954-5cb1-44b9-b277-49b643799c81,Tarra,dfNHDTqPWMLJ NcJBuKlGTODRqZRhRHQzULKsBY,hrNVvLnpkFxK4v26POkqqnKgvShX9Gb5EMwSrNuDQGM1RjJx o_1JbQIo2WViI1i9QVQMKM FrEyqqT BNSGSe7-QXLQhRY-GRIc1mC 2WfqmFLnxPHTFViF2vycpGth5geBUEHSZ8,769.03
812e5367-d964-417d-9183-3c8d0bf8f86b,b78e81ce-5237-454b-8da4-c7363b0a7ba6,Rubie,nIkiIVVdoBKFiAbEtlLg,71oYsHOHsBdTl5U8zXiIWmD6OLhbgUBwxLajhbyDgKGLyhd8GePArf,349.08
812e5367-d964-417d-9183-3c8d0bf8f86b,6d96617a-1229-4de0-b106-280aba124932,Kathi,UlgTLZujRmKOfsNKUIzbtx mpJkktDSZujMEvk TdyZp,uxAh8OeGaqN 9A9FLN8odL6sKrjj6mNjKZW4dzasbJ-bANKYSMAFdL-AnQjXr7Z1,299.03
812e5367-d964-417d-9183-3c8d0bf8f86b,eaedc4b6-beea-48fe-be17-aca4424d58c6,Amelia,uIyOHEWdTGxdQouVsYAuazFtceHt,P5W8m8my-nq9hD_1QyjT1scVCq1JGwSte_MK73d4DUP3ds5KGy8rBFojskUrD 11atpj,225.29
812e5367-d964-417d-9183-3c8d0bf8f86b,ea870a98-117e-405b-9bf9-1ef2f2c3260f,Ann-Marie,ZLhevGiewxigptBscdnjYDCynpXA,lyduT82fv-_p1xpy29 qYu6qR1sqMOE9hQquqZbBH6C77UPgicn 5xZVulYOhKf-G_pzAulC,50.34
812e5367-d964-417d-9183-3c8d0bf8f86b,bf31989d-7ccb-43b2-a899-f7c99d31e5cd,Alameda,zXMaXFsILq PJNkJnfaGTryoI,LRW8ikvwY3X3-6mnpgPS_fzSZB3uTyN5tRIv6FJis8Nf1qlw5a1 UkHy25RcJoBEJFk_yBrvnptFltWuU_oKhky,204.29
812e5367-d964-417d-9183-3c8d0bf8f86b,a3b98ac7-344c-4c71-b9c2-db32dd5600de,Heida,TbIPljvrVOdPRnDnyEwcTBerjrvWEcINSCPUCJfqvO,qGznSYi-QgNY91iTpGRCEG LrcsHpKBuIqRZARUqt2qoz4i5_kO-3cB6_8FLkfgMUN-FXEZr6_wjbt_fckEA7cMq thiXub-f4vdoL 27sFHWGk G5gSrR47dj62fnKrL7Y,620.48
812e5367-d964-417d-9183-3c8d0bf8f86b,0d50f78d-e242-4d40-923d-1bbc620acbd9,Gusty,yZMxrFIQYpSLFnzNwxQHACS,56K7iT2JStaVjE172e1R_sHLSVZwZAL1_le-8v bLF6RWTdPIAORPUb7yuZtpkCtQEWFTYzO9b6zXKE9TLuwPoNT3KpXDwKrnWbyxjAsD VljXOYhmr,439.33
812e5367-d964-417d-9183-3c8d0bf8f86b,fc83dc87-736e-4d03-ae4a-32bf1b68fc9e,Taffy,eAyNHusmPzEwZnzwGkZwJBmdHfO,f-2MfjGZmvrqDKodqL 6-gW9TLkeaEZthYi_ri-Z rm9J6CrUO_NQWpI4vDvYfMvOxNxxMyLaeecUczm ,769.17
812e5367-d964-417d-9183-3c8d0bf8f86b,1c5fa9d6-447b-47e3-a98a-5a5bd939edd2,Tatiania,NRzegTnRNKAdzmslvRDkNepVYyDBnzIix,7X_XvY5e3JlZCP3PmUqmKP8NrC8hXrYaBBaNi_qWdwY75p8ZLfxpFFbFAWouze,679.68
812e5367-d964-417d-9183-3c8d0bf8f86b,45a9aca7-55ac-4056-b984-76cbb0f71f27,Tiffie,kDwnzOQyBDVcXQfmwofBxWRnxnVgfbhyTEVHPVGNKFhCzPFQGP, Gq76wZyXvNQenYbI978Chb4RSElNB3oLmQlBd2ErxWmZNbW8DmULb8oJmQyHH6fGosVtXQH1Q19AKUeYOdalp53qIpnTnLtSKJWpYKxBXMHJxw_HHmhe58BLFgn-_9kqx3yiNZvW DPhAylhp4FA38GIf88GNa_N_w7s1pmFerfz51MRwWC71N9XqcnqxG_FyHejVe,366.35
812e5367-d964-417d-9183-3c8d0bf8f86b,bc5184a5-a58c-4077-8c7a-6909d0e6c80b,Eadie,NorUjDdVHWkXgWJPdWLRDoqCMsWGBM uoraN,B3HWmlVKQ79u7blJ7p lQ7rN6J82IptjmwbVECRxw7JFEL-3xjd LhwpJf3ut8oYSyQAcAS1UJEuzgGpNagV,715
812e5367-d964-417d-9183-3c8d0bf8f86b,e6ee6f0a-92e2-4c55-a332-805b230aa271,Elyssa,s mhNuFjvMkSSsVSGqFuoWtLtnaJnDSHJChxegqsCsbskK,VnvL-hsdXV9n27GsD-mSQLfcHEw4WslktAIYBoON4aKC6ztzOekZmYqITfuwtz5Kbzj1Gp4abxksYZpP1AW1K2uMCA7iCJfl,813.15
812e5367-d964-417d-9183-3c8d0bf8f86b,2aba379e-5d3f-4430-8f90-8241ce1242f5,Belinda,BxkaauplTkJUChmqAGuYUro,K3loE4Nmkmd bx6ihJegZhNU6jwkVhm26WhhDqTLRhRw9 RSt9ILJRYyeS_NWZUo2d5evhdf3CnzQVRhos7wO7Cdb1U9 JEFcECDghos-N9Z46gtJR,924.05
812e5367-d964-417d-9183-3c8d0bf8f86b,56f47d09-2e12-4825-8b41-0a9145671c46,Winifred,sILSukywZVCQakitAkTh HLBcyVNRfQPXLds,OdfkGKu6JdudEwQ_jR5E4Iusq3aXXmrNkh2WQhm9ASEsyg_SHlldol6bdUS8z,723.38
812e5367-d964-417d-9183-3c8d0bf8f86b,fff397b8-2464-40bd-9ed9-97a87dd800b7,Ethel,Nwlm jVHQJqSJirjVrByI,oN8QgdJmAgBk9QEgaebL9T3kl3Z3ReW7Qx1wXQPE5fH_5PFDj9W9UC22eHP,736.02
812e5367-d964-417d-9183-3c8d0bf8f86b,1b2070d2-88f7-41d6-b68f-f431d010509e,Tonia,XcYdrQDFfFhUekvddr hE,V7ga_mYktjKr9w_qgfMBP_pkT6W3BNdynzEfgKXNrPlXQdYDePMlmtdjXxt9qN7aqbrmuPBzxbbPaJ4zx_5dUJc6iRQTUEHmJ-ePfS7a,45.6
812e5367-d964-417d-9183-3c8d0bf8f86b,623ea911-bf1d-4741-966e-7b1433524ed1,Minda,FKmaTimJrEonpxnekVwdZnRecWhUdUxDAkdtD,YijBWQLAkuEhzaP4DCwH2uXi_2g6U98i2qccXmfQt12hpmyIPimO7pVtDQoR39gkYiPKKkbrquajrs2XJh1NcLu2z66a4DuY- IGUKwsfwkHqkVJcoYGDt3R1YkfmjQKGBpnw72WLckocSyrxN6F_CJuZ3IkrOFiKuygy98jf3bJlGQb7y9RRF44vY3gae,418.97
812e5367-d964-417d-9183-3c8d0bf8f86b,fbbdb3a4-fa05-4251-a602-c8692c08d15c,Fred,rmgqsJNBITtKMbHJXO OmHEdXCmMUPtfoqyyUzmDlVDetBbM,bLoUKSNawN3_uXSqEqEaO7s85JbSWio_cb59nQjBtrN-oF-Vrz2n4FlIWA3g dU1iyV 7b18zKKFMEaQhUTKSHjei5DT,636.36
812e5367-d964-417d-9183-3c8d0bf8f86b,35e1789f-27df-4d1a-9f27-9330c1161e35,Roseline,KEqTEAcDvRrolSBrlEtNvuGtOzTbKyZPI AwvccRfcSJBB,gDxYAnm_J2Ll8vnr3G5NAyKtjoB-S15hbYQdCz6kw4OrtI8CkMcNuoJlyomiasJz6DXyC- 1gc3mzOlIvLKdLH9NnCq6YGFz_yjklC9YTjc6CPATtzsxGBTr1SRHz8yO5X IQCauCLP9D77h9xLZMqGyUuYvtqwRinjUs4ufFrUWQKCN MQ46FDZ,867.82
812e5367-d964-417d-9183-3c8d0bf8f86b,d1304e2f-89c4-493e-bc4d-c392e4b4688f,Marsiella,OGkUYcOKXELGbaMBrlziMFpDd UTskTPNMedGIfNvmqlUJG,6DWZdw799HLi7R8bSLrofwpR8e8wu_rI8jO1akVwNHomvS84Bdm-z BEqv7LNCCvxPTfJ7kKhdWsg8OBd-VEPGQ-eCBn2SVW-BQf7-KyOVJSUXot_zqcM4XUoBVxZ3nsB6gqe,627.08
812e5367-d964-417d-9183-3c8d0bf8f86b,62cfd457-2ac6-4541-8f0d-4b6db9f74374,Penelopa,nRUjuWbrV jTkmXRwWAUuXAqUt,FEAMa9PAvywbw9Qipv1XsDdALT6H8LJoCLTGx1iVihAqh_c2F2lUBrtyZJBzUp5_7Rc4sSptGxcJQnt ptTPI6ywJOvohPrJrL7u42a3zljV drbB,182.68
812e5367-d964-417d-9183-3c8d0bf8f86b,97e66b2b-e1b0-45b9-9386-e0514e225015,Caryl,BAgLVWCbamyYQAlECbZRlATZMZCbZbBO njS patxmMbg,#NAME?,623.93
812e5367-d964-417d-9183-3c8d0bf8f86b,fbe2a755-570d-45e0-9d82-6cb895e80133,Eolanda,QmpAjsLmCFVPXwOAOGbdubSmpuj,GwqFNUhHTjbXnBqqcLFbVOg824RAjHBXoTUBlvFnRfaQmCWC8NAh15CvMJccd9inBs4p-5EgpCoPojvzK1nycF3vf8sznltS4DpUAQ-8XK4ynTzZLazpHSOF8SsFyCHJe6_hs6sel2dqoGcdU_izh6YaCGGzLGFftQYdBm7uUvf5yNcaH_scIa4KFGjziyW,85.74
812e5367-d964-417d-9183-3c8d0bf8f86b,5d55418f-972e-447e-973e-18c256f5a83d,Roslyn,AYsFkiuLauqXoUOESjUzpYBkprQXMgmprCm Qt RcyLX,_LrfKEkYkRqJNQjoEwRby7mPNFlNmgRqNH3FT_6DUy5R9ShpN3QMe9qx8FyT-Q4HBqJk4xcS5FJT7FQD5BPIkZQ_bndKqT1uMjAcBG,507.93
812e5367-d964-417d-9183-3c8d0bf8f86b,d6cd7867-dffa-492f-b9bd-4677de2c9db7,Georgina,GYPgONzYMOmYaGe HquDZcpHDhYbHRz,icH_uDY9p6c54Mm96h9Gqft62XaLzHLDPeXEgM_9gw7DMIZ7BE7olr_OsTvRN,808.32
812e5367-d964-417d-9183-3c8d0bf8f86b,8e0d04a8-d0fe-4fda-b6a1-04b1fe182c55,Cordi,ZS  buZQnLInLyHgsahYNWUCixxBN,twzQE2gHUAwcAeVKE96lgtLa9fHssbQJYlf1RnaL54Yul2Pav9ctLx-zAyQ,679.34
812e5367-d964-417d-9183-3c8d0bf8f86b,bf96ef2c-0e7d-43bc-adc8-3aaf8ef95aed,Mireielle,mQjRbJDmxfPhYXBlbBDCLweMi,ytRvZ7LNddgHSh6O1k_IA6BvxcT 7Tm74lPYittHkr_yK_njK9M7Pu2M8XzE7EprmrC_ABvGnUdBhNQce-8Ind_dNF4FCSWmSpDuMPSWeD 4LTovPMSaC,270.26
812e5367-d964-417d-9183-3c8d0bf8f86b,cdccf127-e5a2-48c7-bf22-674ba32fe6a7,Diena,BjBYIQTspYqJWplppqgkjGZEXJumMdJVhPNcauToDxDXS,A HTCBR3IouK72YI-EjchGgsMi_ dWf3_vuV9HhjvfYS3gwSl_vg57x_jgtb-lvcTLeyzHLZnj5eHTMW1etFiHhjUnpx,507.97
812e5367-d964-417d-9183-3c8d0bf8f86b,4a6721d5-5c98-49f7-80b3-08cda2832650,Kelly,ZpJVnocpCk bEgpQBjdOzIU,a7kjmCqxyFvHgIreGIOvKowbJz16PPjrViAvMCnUlfcIkGyKt9m6TqOWPNh1dE,977.32
812e5367-d964-417d-9183-3c8d0bf8f86b,d5dd5f49-be70-409b-8cee-591b23894ba2,Maridel,VabAHbKwozyHcyeAJKQiybYzBgayRlbktNrLPyPilZxgqpsJqA,6Fz8I62YJZqyfk_kIKWe7T4sAPgKaxCdZ2b97O4fFCyQOF5OO-xOm3cEpb4GN9ZKN4ucSrMk6BpMnrpMkFnhiP-FZLlSuOD9k8PCuAZdzdFrBnQ3MZ2TUZQHG1OuGbaR9 Rl-Ev97EFoTNb1s_ck2DQnqlvuA,54.14
812e5367-d964-417d-9183-3c8d0bf8f86b,c8d4a077-b3e4-4c3d-aaaf-c91c7e5abaac,Cathyleen,VAdyPvloYeenYWMRGydMbxXWiBQvyWOiCEU,B dunkb2dcCeqlNjicFO2BHCKnrvdZOucoRFeXXhOfOLx3gnbKy1UBuimrobQ_xP-VsLOGLBw aBkDKvaqjpY uqj2PIcCBFAwZn_-WBdztAoq,480.11
812e5367-d964-417d-9183-3c8d0bf8f86b,390a48d6-9291-4078-8004-a390319e578b,Thalia,ZjrzyqBVdFdqHcddweHRJlG Y YfmWKdqsSgeAKT lWppyTlA,r6WQw2vQ4EtPllCgsp_mxTDHceNYbnbm5pwPViEvy6ysuow63GcwzbjeiwSrQi1PN9DcGu4U_XpZsbJZW8VIT7tI R4xwo3KOMXyDFebNl8JWrFuGu5vdyH-71FA9b1lSID3KXJ6falTY62UtjdFkwx_wtCNw91qdyKUfP1WtHyC3fvW4nLpMMeCQAo_n54BNVpVdFp2,556.71
812e5367-d964-417d-9183-3c8d0bf8f86b,ed395d00-b059-4af1-986b-798aefc21b3c,Cindelyn,FZvyYDgtnWnpIAfyqasFmuFwVQffjJSfYkY,gZWqg2FETNycKM9PCwM5Qu9ZNtKbuF-YL 6WkOPn1GlXmxm1O6KrhMDYYEFoswlTuH4W6O85DLgM3lLrF2U14,631.05
812e5367-d964-417d-9183-3c8d0bf8f86b,3b0bcf86-4e40-42c7-a8de-f760c1481e1b,Ketti,mMsFzkYWoANvmhQBepmWrNVHmieidMYmtAUJD,xP95LbiKzHhkl4NjfXu9ichMHDBtM3a6H8iLvZdSO-2GoJeKhLLowq_rCIlMgnz,519.06
812e5367-d964-417d-9183-3c8d0bf8f86b,ec8d1d2a-b25d-4940-bd79-1370eaf109ca,Blinni,QwvYKfNhcGqltEvbzKrvEAWLmjJ,w8nWexDpvWCEr6sVUq6Uyn1veEf_Le-EG3pqsdyO1 -RkwDRz_NCj7h n1Y51DvVfyS2HG9FMz-U85EtG3NXaYzAkK kga6j Dv5WL2mLvFRW7kkO4l-t7Q2g4AP55cxBgU8X42z ZV yH,37.8
812e5367-d964-417d-9183-3c8d0bf8f86b,e153cf24-0f20-40e2-9361-9d3dee47d418,Joy,YxaYtVahCe hMfpYjIXdMtvThWrfS,C5RcxyNccGYJxPgLGZ8TjGXAAPZoCNVHrcJxswERcTBB5CiOpEkBe9WGgKlwrPA Znf2ujp16a FdT,117.58
812e5367-d964-417d-9183-3c8d0bf8f86b,f5961681-81fb-4a70-bbc6-c7eb8a9038de,Rhea,ixOStWgeseOpVQMsHfPTlOJLkUSeWbPWc kYrdCn,Fhrc8R8IkbA18J iKNYZfBXDbDpWEkWTc6LpJqexhEwBN38aPQPDGWjwzDoeCG9Wnf9r9_4rCJ4VSX1stnI,99.1
812e5367-d964-417d-9183-3c8d0bf8f86b,a9b6adbb-e781-41ea-bd8a-9278cea0e1a9,Cristabel,bpMStfOzDkOkLGMwuidltfozOknfx,C2xCTJy5EtTI xDOZ8PbDLDFu ppp8Plx3Pv3k9_kRUdLXLGryT1YWg556rxChaxGq5Co5OcLCwV,53.41
812e5367-d964-417d-9183-3c8d0bf8f86b,0eef990a-edc6-471f-97b6-ef82d9269fd8,Krystle,kjteqlPPrDLopNLcpbnopXvdzSQwbom,-oxnHV678vN3LVF1tRd4j2RiVemzM-aSUl5zzk7Ox1U_uqV2OXCTRjIF9eZxILpN 9_x3VfonsIU-9YxHXMnByrS692igSP,375.64
812e5367-d964-417d-9183-3c8d0bf8f86b,6c9c0f46-3165-42ac-8b09-7333530971c5,Allyce,xBtueNXGoCpMbQfGWVHeyMAsHdWZxoUUlTX,3u_nY4oizubkEf2L3Vv3Fu38XBbs2BFD-zjhB6x5l1DSgBFzMuxz3AVmEXmiVuzR5E_KswULDPGGjUO-Z4 PMGQ8xJXTLSt jmEVx5_SLqwuh3Fhj6PYe3mBbmqDm9XDsyRspIb--s,691.14
812e5367-d964-417d-9183-3c8d0bf8f86b,d3172908-8580-4dc9-b08d-690a6c0aba7e,Stephanie,IOctgkdCfiWQr UYsEoFATGllcBRCJ,fB5a2o-H XqidCsV XnpKy68goluHUgPHOGUX8dKFXJ_jbyIOCLBwhFD-uPvTS7C6Asu y89QorrbqDbspMrS9nG9KIc-9k-HIcJx6F6b7CLKyv9FEIN5vhsodANHd4WIYi8 5xUah2WNmHxdnMZsvazpRPel5tiRvcjr,730.38
812e5367-d964-417d-9183-3c8d0bf8f86b,5c314c5e-4c2a-4682-9804-f32cbceeb4e4,Genovera,mygmDoGPAzTgahKcPsCvFqxliqKx qEbVWTgDkU,-Bu_v8Taxg4adDQuUNp2TOXkiZsv-s2oUAKCe7LWrn2S5k5urNyBTP2zsp1OQLOuZhrFo8TtV9wJwhIIL9Usbk5z mLJ 4AEnWIAU7EErKYTdbsrTkdIGv4oTcGjWjLuSF5CyhxLKdGoJB_ASzOMVUe_sZLjB,283.13
812e5367-d964-417d-9183-3c8d0bf8f86b,1fbcae3b-57a3-491b-9c8d-c60c2133d2d8,Evaleen,mRLUYhXhaVUqJFIKzOcGI,BbGiRYTudEtfnaKTAkpejscrwe9HyXR2CtEhoxX3n8r I19D58YC9m1HIbAfaJLvt1NF1EHLYXzdNTjc_uVVqEGBI9qEp oS-Wzshq_8HK547cW68_uv_orATcTdKpBIeBcS1ldkY8vvXpjxw7Y1Qbow Q33AQvbkMDvUrluwd-,441.72
812e5367-d964-417d-9183-3c8d0bf8f86b,2257ea20-97b5-405a-9097-aea51ccc70dd,Hollie,OmeyURaoYzrPjpTtmSbrOviWTEcDcuonxVTuasv,hS6hLGnde2K4igs5afOSCEsd5n PRayORPEpX1MTvmthOLacOjk12SwuVE_72b_jzqxEf,16.22
812e5367-d964-417d-9183-3c8d0bf8f86b,42f40cec-0f8f-49a2-8c33-ebd948d4fff9,Andree,rKdgKqfT TEWDVulzgDDXQXYNEMuYnmbx iFcsykTnyw,9ZnCjBq96dlvkZcogxkFdD IqPwpDtzz4KKsLhgc7u_veAGWROgTfzcJ7vnNsLlkO,474.08
812e5367-d964-417d-9183-3c8d0bf8f86b,b0943852-4442-4543-b593-472d6b268895,Amalie,bLuzPmZIlBvusgHZkjIh,6KVC4BltkbwzXMiMKIWFQDgcYYgXrLF-BmojBGko-ErQtaN5EetksztRLEuq5aNV bLBuq5GG5mIBHUIWieDQlYSJdcdeaAn aQNmQLqF_gdDhqchq1lwf25 t53cOo2cp6,297.6
812e5367-d964-417d-9183-3c8d0bf8f86b,f110a32c-9748-41e9-89f4-f2fc2f55424c,Eadie,CEKcfxGNeqkyvqaIVJYlHYnPBWlSdU,u6Aj2knq3rNYKAPCqllMF5a_w8SIZ_t5EH99 ImUVN5SHOOtaLQruTB57eKWW xy9emXR5,917.04
